room_id,room_type_id,department_id,building_id
359,1,387,35
361,3,416,36
362,2,81,36
363,1,316,36
364,1,539,36
365,1,684,36
366,1,916,36
367,4,551,36
368,1,621,36
369,1,133,36
371,3,596,37
372,2,583,37
373,1,939,37
374,1,53,37
375,1,697,37
376,1,318,37
377,1,799,37
378,2,804,37
379,1,600,37
381,3,751,38
382,2,790,38
383,1,709,38
384,1,241,38
385,1,221,38
386,1,714,38
387,5,495,38
388,1,984,38
389,1,825,38
3810,1,869,38
391,3,785,39
392,2,631,39
393,1,225,39
394,1,619,39
395,1,913,39
396,1,686,39
397,1,790,39
398,1,966,39
399,2,461,39
3910,1,207,39
401,3,15,40
402,2,495,40
403,1,154,40
404,1,262,40
405,1,474,40
406,1,71,40
407,1,993,40
408,1,516,40
409,1,182,40
4010,2,255,40
411,3,291,41
412,2,312,41
413,1,553,41
414,1,44,41
415,1,511,41
416,1,246,41
417,1,64,41
418,1,186,41
419,1,384,41
4110,5,1001,41
4111,1,290,41
421,3,709,42
422,2,992,42
423,1,196,42
424,1,46,42
425,1,832,42
426,1,149,42
427,1,631,42
428,1,970,42
429,1,33,42
431,3,612,43
432,2,270,43
433,1,166,43
434,1,115,43
435,1,972,43
436,1,201,43
437,5,137,43
438,1,21,43
441,3,492,44
442,2,827,44
443,1,458,44
444,1,755,44
445,1,566,44
446,1,341,44
447,1,919,44
448,1,221,44
449,1,415,44
4410,1,684,44
4411,1,414,44
451,3,344,45
452,2,89,45
453,1,605,45
454,1,343,45
455,1,611,45
456,1,468,45
457,2,483,45
458,1,798,45
461,3,233,46
462,2,216,46
463,1,368,46
464,1,817,46
465,1,553,46
466,1,330,46
467,2,271,46
468,1,747,46
469,1,142,46
4610,5,211,46
471,3,217,47
472,2,332,47
473,1,82,47
474,1,994,47
475,1,221,47
476,1,815,47
477,2,145,47
478,4,21,47
479,1,341,47
4710,5,697,47
481,3,250,48
482,2,514,48
483,1,868,48
484,1,658,48
485,1,469,48
486,1,284,48
487,1,46,48
488,1,230,48
489,4,650,48
491,3,623,49
492,2,584,49
493,1,462,49
494,1,299,49
495,1,628,49
496,1,231,49
497,4,78,49
498,1,429,49
499,1,902,49
4910,2,826,49
501,3,469,50
502,2,666,50
503,1,372,50
504,1,326,50
505,1,402,50
506,1,931,50
507,1,174,50
508,2,626,50
509,2,666,50
5010,1,555,50
511,3,704,51
512,2,583,51
513,1,901,51
514,1,162,51
515,1,358,51
516,1,299,51
517,5,388,51
518,2,752,51
519,1,531,51
5110,1,666,51
5111,5,192,51
521,3,383,52
522,2,43,52
523,1,336,52
524,1,643,52
525,1,711,52
526,1,380,52
527,1,813,52
528,2,351,52
529,5,386,52
5210,1,402,52
531,3,598,53
532,2,860,53
533,1,538,53
534,1,568,53
535,1,234,53
536,1,258,53
537,4,743,53
538,1,930,53
539,1,791,53
5310,1,430,53
541,3,676,54
542,2,464,54
543,1,33,54
544,1,563,54
545,1,695,54
546,1,933,54
547,1,8,54
548,1,164,54
549,5,306,54
5410,1,705,54
5411,1,138,54
551,3,184,55
552,2,498,55
553,1,883,55
554,1,906,55
555,1,404,55
556,1,843,55
557,1,609,55
558,1,51,55
559,1,509,55
5510,5,325,55
5511,1,692,55
561,3,289,56
562,2,101,56
563,1,210,56
564,1,338,56
565,1,663,56
566,1,153,56
567,1,499,56
568,1,201,56
569,4,977,56
571,3,880,57
572,2,348,57
573,1,775,57
574,1,229,57
575,1,643,57
576,1,35,57
577,1,152,57
578,1,118,57
579,1,889,57
581,3,37,58
582,2,726,58
583,1,2,58
584,1,77,58
585,1,824,58
586,1,579,58
587,4,442,58
588,1,948,58
589,1,926,58
591,3,358,59
592,2,325,59
593,1,819,59
594,1,740,59
595,1,422,59
596,1,246,59
597,1,581,59
598,1,408,59
599,4,927,59
5910,2,992,59
601,3,164,60
602,2,773,60
603,1,326,60
604,1,469,60
605,1,385,60
606,1,988,60
607,1,232,60
608,1,144,60
609,1,385,60
611,3,945,61
612,2,277,61
613,1,894,61
614,1,851,61
615,1,791,61
616,1,151,61
617,2,754,61
618,1,928,61
621,3,937,62
622,2,397,62
623,1,494,62
624,1,970,62
625,1,356,62
626,1,981,62
627,2,5,62
628,1,179,62
629,2,527,62
6210,4,743,62
631,3,473,63
632,2,55,63
633,1,805,63
634,1,420,63
635,1,296,63
636,1,706,63
637,2,909,63
638,1,590,63
641,3,4,64
642,2,15,64
643,1,445,64
644,1,861,64
645,1,643,64
646,1,455,64
647,1,191,64
648,4,862,64
649,5,771,64
6410,1,858,64
651,3,814,65
652,2,721,65
653,1,84,65
654,1,177,65
655,1,25,65
656,1,77,65
657,1,790,65
658,1,78,65
661,3,910,66
662,2,2,66
663,1,964,66
664,1,281,66
665,1,648,66
666,1,896,66
667,1,163,66
668,5,477,66
669,1,775,66
671,3,726,67
672,2,259,67
673,1,211,67
674,1,381,67
675,1,122,67
676,1,748,67
677,1,469,67
678,1,159,67
679,1,145,67
6710,1,268,67
681,3,428,68
682,2,359,68
683,1,616,68
684,1,950,68
685,1,514,68
686,1,98,68
687,2,829,68
688,1,627,68
689,1,351,68
6810,1,841,68
691,3,428,69
692,2,800,69
693,1,691,69
694,1,5,69
695,1,139,69
696,1,346,69
697,1,645,69
698,1,345,69
701,3,367,70
702,2,979,70
703,1,634,70
704,1,405,70
705,1,434,70
706,1,193,70
707,1,472,70
708,1,524,70
709,1,622,70
711,3,667,71
712,2,365,71
713,1,215,71
714,1,30,71
715,1,596,71
716,1,360,71
717,2,73,71
718,1,412,71
721,3,362,72
722,2,108,72
723,1,459,72
724,1,389,72
725,1,638,72
726,1,406,72
727,5,590,72
728,1,304,72
729,1,593,72
7210,1,535,72
7211,1,903,72
731,3,927,73
732,2,66,73
733,1,972,73
734,1,26,73
735,1,459,73
736,1,603,73
737,1,953,73
738,1,568,73
741,3,908,74
742,2,381,74
743,1,938,74
744,1,93,74
745,1,462,74
746,1,110,74
747,1,688,74
748,1,496,74
749,4,678,74
7410,4,227,74
751,3,738,75
752,2,276,75
753,1,462,75
754,1,413,75
755,1,249,75
756,1,840,75
757,1,343,75
758,2,635,75
759,1,683,75
7510,1,118,75
761,3,166,76
762,2,716,76
763,1,161,76
764,1,273,76
765,1,777,76
766,1,343,76
767,4,585,76
768,5,98,76
769,5,16,76
7610,1,166,76
7611,2,520,76
771,3,243,77
772,2,686,77
773,1,286,77
774,1,654,77
775,1,338,77
776,1,887,77
777,1,558,77
778,1,584,77
779,5,101,77
7710,1,360,77
7711,1,883,77
781,3,386,78
782,2,451,78
783,1,437,78
784,1,584,78
785,1,496,78
786,1,874,78
787,5,801,78
788,1,246,78
789,1,164,78
791,3,175,79
792,2,589,79
793,1,853,79
794,1,169,79
795,1,142,79
796,1,763,79
797,1,94,79
798,1,503,79
799,1,132,79
7910,1,906,79
7911,2,440,79
801,3,290,80
802,2,538,80
803,1,650,80
804,1,923,80
805,1,249,80
806,1,273,80
807,1,880,80
808,1,289,80
809,1,209,80
8010,4,848,80
8011,5,534,80
811,3,664,81
812,2,156,81
813,1,598,81
814,1,756,81
815,1,293,81
816,1,577,81
817,1,542,81
818,2,629,81
821,3,742,82
822,2,40,82
823,1,347,82
824,1,959,82
825,1,782,82
826,1,284,82
827,5,462,82
828,1,613,82
829,2,631,82
831,3,860,83
832,2,397,83
833,1,252,83
834,1,442,83
835,1,669,83
836,1,577,83
837,1,60,83
838,1,399,83
839,4,66,83
8310,1,930,83
841,3,750,84
842,2,684,84
843,1,498,84
844,1,555,84
845,1,867,84
846,1,830,84
847,1,780,84
848,4,760,84
849,1,291,84
8410,2,98,84
8411,2,494,84
851,3,880,85
852,2,907,85
853,1,890,85
854,1,7,85
855,1,110,85
856,1,194,85
857,1,980,85
858,1,607,85
859,1,39,85
8510,1,947,85
8511,2,363,85
861,3,532,86
862,2,810,86
863,1,117,86
864,1,72,86
865,1,353,86
866,1,310,86
867,1,561,86
868,1,957,86
869,2,566,86
8610,1,293,86
871,3,729,87
872,2,792,87
873,1,734,87
874,1,653,87
875,1,138,87
876,1,503,87
877,4,314,87
878,1,832,87
879,1,863,87
8710,1,810,87
881,3,465,88
882,2,809,88
883,1,20,88
884,1,341,88
885,1,794,88
886,1,135,88
887,1,475,88
888,1,131,88
889,2,459,88
8810,1,796,88
8811,1,83,88
891,3,273,89
892,2,780,89
893,1,538,89
894,1,376,89
895,1,127,89
896,1,804,89
897,1,978,89
898,1,231,89
899,1,941,89
8910,1,746,89
8911,1,909,89
901,3,358,90
902,2,218,90
903,1,992,90
904,1,755,90
905,1,583,90
906,1,305,90
907,1,856,90
908,1,396,90
909,1,606,90
911,3,566,91
912,2,77,91
913,1,792,91
914,1,616,91
915,1,634,91
916,1,301,91
917,2,511,91
918,1,466,91
919,1,588,91
9110,1,609,91
921,3,763,92
922,2,872,92
923,1,125,92
924,1,758,92
925,1,906,92
926,1,959,92
927,2,886,92
928,1,792,92
931,3,342,93
932,2,659,93
933,1,330,93
934,1,744,93
935,1,929,93
936,1,303,93
937,1,975,93
938,1,114,93
941,3,403,94
942,2,315,94
943,1,9,94
944,1,660,94
945,1,734,94
946,1,971,94
947,2,730,94
948,1,903,94
949,1,575,94
9410,1,104,94
951,3,174,95
952,2,342,95
953,1,707,95
954,1,826,95
955,1,594,95
956,1,345,95
957,1,936,95
958,2,639,95
959,1,833,95
961,3,999,96
962,2,813,96
963,1,343,96
964,1,273,96
965,1,740,96
966,1,848,96
967,1,673,96
968,1,560,96
971,3,315,97
972,2,872,97
973,1,333,97
974,1,979,97
975,1,215,97
976,1,393,97
977,1,812,97
978,4,260,97
979,1,956,97
9710,1,803,97
981,3,219,98
982,2,779,98
983,1,595,98
984,1,673,98
985,1,660,98
986,1,702,98
987,1,939,98
988,1,911,98
991,3,12,99
992,2,988,99
993,1,687,99
994,1,905,99
995,1,677,99
996,1,545,99
997,1,57,99
998,1,638,99
999,1,123,99
1001,3,580,100
1002,2,554,100
1003,1,614,100
1004,1,318,100
1005,1,590,100
1006,1,788,100
1007,1,428,100
1008,2,241,100
1009,1,223,100
10010,1,41,100
10011,1,573,100
1011,3,330,101
1012,2,289,101
1013,1,773,101
1014,1,251,101
1015,1,180,101
1016,1,707,101
1017,1,691,101
1018,1,639,101
1019,1,226,101
10110,1,502,101
10111,1,198,101
1021,3,1,102
1022,2,706,102
1023,1,721,102
1024,1,848,102
1025,1,365,102
1026,1,519,102
1027,1,642,102
1028,1,708,102
1029,2,879,102
10210,1,597,102
1031,3,40,103
1032,2,498,103
1033,1,352,103
1034,1,857,103
1035,1,618,103
1036,1,641,103
1037,1,502,103
1038,2,520,103
1039,1,48,103
10310,1,460,103
10311,2,505,103
1041,3,564,104
1042,2,769,104
1043,1,771,104
1044,1,298,104
1045,1,985,104
1046,1,498,104
1047,1,962,104
1048,2,881,104
1049,5,725,104
10410,4,22,104
10411,2,957,104
1051,3,904,105
1052,2,570,105
1053,1,143,105
1054,1,524,105
1055,1,776,105
1056,1,595,105
1057,1,546,105
1058,2,566,105
1059,1,33,105
1061,3,371,106
1062,2,880,106
1063,1,876,106
1064,1,27,106
1065,1,590,106
1066,1,215,106
1067,1,827,106
1068,1,430,106
1069,1,979,106
1071,3,356,107
1072,2,816,107
1073,1,53,107
1074,1,708,107
1075,1,295,107
1076,1,189,107
1077,1,715,107
1078,2,843,107
1079,1,259,107
1081,3,233,108
1082,2,209,108
1083,1,204,108
1084,1,161,108
1085,1,154,108
1086,1,653,108
1087,1,340,108
1088,2,535,108
1091,3,837,109
1092,2,7,109
1093,1,866,109
1094,1,90,109
1095,1,657,109
1096,1,66,109
1097,1,273,109
1098,1,187,109
1099,5,842,109
10910,2,665,109
1101,3,837,110
1102,2,552,110
1103,1,63,110
1104,1,704,110
1105,1,607,110
1106,1,200,110
1107,4,449,110
1108,2,726,110
1109,1,949,110
11010,1,609,110
11011,1,530,110
1111,3,508,111
1112,2,458,111
1113,1,215,111
1114,1,875,111
1115,1,596,111
1116,1,214,111
1117,2,638,111
1118,1,591,111
1119,2,982,111
11110,4,891,111
1121,3,977,112
1122,2,747,112
1123,1,34,112
1124,1,470,112
1125,1,264,112
1126,1,799,112
1127,1,104,112
1128,1,699,112
1129,1,81,112
11210,2,471,112
11211,5,336,112
1131,3,614,113
1132,2,900,113
1133,1,631,113
1134,1,534,113
1135,1,763,113
1136,1,742,113
1137,1,767,113
1138,1,447,113
1139,1,966,113
11310,5,273,113
1141,3,708,114
1142,2,448,114
1143,1,200,114
1144,1,996,114
1145,1,113,114
1146,1,865,114
1147,1,545,114
1148,1,848,114
1149,1,744,114
1151,3,196,115
1152,2,109,115
1153,1,321,115
1154,1,120,115
1155,1,762,115
1156,1,606,115
1157,1,788,115
1158,1,128,115
1159,1,459,115
11510,1,616,115
1161,3,707,116
1162,2,156,116
1163,1,324,116
1164,1,924,116
1165,1,255,116
1166,1,301,116
1167,1,256,116
1168,5,194,116
1169,1,718,116
1171,3,497,117
1172,2,40,117
1173,1,841,117
1174,1,238,117
1175,1,157,117
1176,1,622,117
1177,2,143,117
1178,5,466,117
1179,2,667,117
11710,1,912,117
1181,3,434,118
1182,2,527,118
1183,1,290,118
1184,1,464,118
1185,1,266,118
1186,1,195,118
1187,1,733,118
1188,4,548,118
1189,1,829,118
11810,1,248,118
11811,1,825,118
1191,3,578,119
1192,2,54,119
1193,1,790,119
1194,1,995,119
1195,1,849,119
1196,1,678,119
1197,1,675,119
1198,1,177,119
1199,2,503,119
1201,3,147,120
1202,2,987,120
1203,1,194,120
1204,1,386,120
1205,1,377,120
1206,1,978,120
1207,2,643,120
1208,1,452,120
1209,2,224,120
12010,1,398,120
12011,1,965,120
1211,3,237,121
1212,2,568,121
1213,1,48,121
1214,1,110,121
1215,1,430,121
1216,1,748,121
1217,1,717,121
1218,4,681,121
1221,3,96,122
1222,2,501,122
1223,1,769,122
1224,1,201,122
1225,1,278,122
1226,1,918,122
1227,1,961,122
1228,2,93,122
1229,1,270,122
12210,1,59,122
1231,3,594,123
1232,2,371,123
1233,1,150,123
1234,1,555,123
1235,1,134,123
1236,1,17,123
1237,1,337,123
1238,1,780,123
1239,2,296,123
12310,1,721,123
1241,3,63,124
1242,2,562,124
1243,1,801,124
1244,1,228,124
1245,1,624,124
1246,1,418,124
1247,1,944,124
1248,1,709,124
1251,3,174,125
1252,2,47,125
1253,1,329,125
1254,1,802,125
1255,1,883,125
1256,1,539,125
1257,1,757,125
1258,5,171,125
1259,1,142,125
12510,2,137,125
1261,3,44,126
1262,2,220,126
1263,1,693,126
1264,1,261,126
1265,1,486,126
1266,1,462,126
1267,1,205,126
1268,5,2,126
1269,5,348,126
12610,1,453,126
12611,1,355,126
1271,3,517,127
1272,2,10,127
1273,1,208,127
1274,1,42,127
1275,1,1001,127
1276,1,547,127
1277,4,871,127
1278,1,535,127
1279,2,933,127
12710,1,216,127
12711,2,932,127
1281,3,983,128
1282,2,546,128
1283,1,506,128
1284,1,572,128
1285,1,29,128
1286,1,617,128
1287,1,961,128
1288,1,228,128
1289,1,985,128
12810,2,599,128
1291,3,133,129
1292,2,979,129
1293,1,590,129
1294,1,241,129
1295,1,827,129
1296,1,412,129
1297,2,975,129
1298,2,939,129
1299,1,855,129
12910,1,200,129
12911,2,465,129
1301,3,673,130
1302,2,94,130
1303,1,89,130
1304,1,436,130
1305,1,784,130
1306,1,483,130
1307,1,551,130
1308,1,840,130
1309,1,518,130
13010,1,473,130
13011,1,751,130
1311,3,382,131
1312,2,720,131
1313,1,989,131
1314,1,590,131
1315,1,124,131
1316,1,674,131
1317,1,880,131
1318,1,222,131
1319,1,576,131
13110,1,875,131
13111,1,11,131
1321,3,814,132
1322,2,594,132
1323,1,208,132
1324,1,223,132
1325,1,899,132
1326,1,810,132
1327,2,491,132
1328,1,527,132
1329,1,783,132
13210,5,829,132
1331,3,33,133
1332,2,774,133
1333,1,110,133
1334,1,491,133
1335,1,750,133
1336,1,208,133
1337,1,614,133
1338,2,980,133
1339,1,668,133
13310,2,509,133
13311,1,730,133
1341,3,452,134
1342,2,414,134
1343,1,66,134
1344,1,362,134
1345,1,369,134
1346,1,987,134
1347,4,940,134
1348,5,917,134
1349,1,208,134
1351,3,849,135
1352,2,117,135
1353,1,995,135
1354,1,226,135
1355,1,917,135
1356,1,319,135
1357,1,130,135
1358,1,592,135
1361,3,547,136
1362,2,8,136
1363,1,570,136
1364,1,689,136
1365,1,382,136
1366,1,526,136
1367,2,442,136
1368,1,452,136
1369,1,317,136
13610,2,647,136
13611,1,926,136
1371,3,685,137
1372,2,389,137
1373,1,455,137
1374,1,177,137
1375,1,973,137
1376,1,150,137
1377,5,288,137
1378,5,419,137
1379,1,873,137
13710,1,494,137
1381,3,122,138
1382,2,164,138
1383,1,666,138
1384,1,91,138
1385,1,865,138
1386,1,590,138
1387,1,391,138
1388,1,39,138
1391,3,400,139
1392,2,437,139
1393,1,292,139
1394,1,284,139
1395,1,846,139
1396,1,758,139
1397,1,808,139
1398,1,720,139
1399,1,61,139
13910,2,888,139
13911,1,789,139
1401,3,922,140
1402,2,163,140
1403,1,62,140
1404,1,430,140
1405,1,45,140
1406,1,378,140
1407,1,711,140
1408,2,280,140
1409,1,24,140
14010,1,727,140
14011,1,556,140
1411,3,302,141
1412,2,459,141
1413,1,560,141
1414,1,755,141
1415,1,390,141
1416,1,783,141
1417,1,712,141
1418,1,607,141
1419,1,886,141
14110,4,906,141
1421,3,197,142
1422,2,517,142
1423,1,362,142
1424,1,972,142
1425,1,364,142
1426,1,495,142
1427,1,471,142
1428,4,490,142
1431,3,402,143
1432,2,825,143
1433,1,529,143
1434,1,161,143
1435,1,132,143
1436,1,184,143
1437,1,17,143
1438,2,909,143
1441,3,942,144
1442,2,549,144
1443,1,917,144
1444,1,277,144
1445,1,329,144
1446,1,537,144
1447,1,904,144
1448,5,204,144
1449,1,679,144
1451,3,750,145
1452,2,120,145
1453,1,532,145
1454,1,556,145
1455,1,526,145
1456,1,85,145
1457,2,231,145
1458,1,522,145
1459,1,935,145
1461,3,786,146
1462,2,471,146
1463,1,544,146
1464,1,835,146
1465,1,976,146
1466,1,286,146
1467,4,55,146
1468,2,693,146
1469,1,221,146
14610,1,34,146
14611,1,115,146
1471,3,494,147
1472,2,921,147
1473,1,698,147
1474,1,327,147
1475,1,618,147
1476,1,851,147
1477,1,901,147
1478,1,641,147
1479,1,221,147
14710,1,408,147
14711,1,165,147
1481,3,467,148
1482,2,653,148
1483,1,922,148
1484,1,257,148
1485,1,959,148
1486,1,675,148
1487,1,708,148
1488,1,749,148
1489,1,163,148
1491,3,170,149
1492,2,154,149
1493,1,26,149
1494,1,799,149
1495,1,999,149
1496,1,337,149
1497,1,534,149
1498,1,421,149
1499,5,947,149
14910,1,680,149
1501,3,268,150
1502,2,570,150
1503,1,28,150
1504,1,969,150
1505,1,366,150
1506,1,879,150
1507,1,169,150
1508,2,355,150
1509,1,195,150
15010,1,710,150
1511,3,827,151
1512,2,724,151
1513,1,175,151
1514,1,715,151
1515,1,688,151
1516,1,4,151
1517,1,835,151
1518,1,851,151
1519,1,378,151
1521,3,256,152
1522,2,972,152
1523,1,884,152
1524,1,255,152
1525,1,540,152
1526,1,958,152
1527,2,566,152
1528,1,58,152
1529,4,504,152
15210,1,764,152
1531,3,439,153
1532,2,26,153
1533,1,296,153
1534,1,910,153
1535,1,121,153
1536,1,865,153
1537,2,626,153
1538,4,651,153
1541,3,604,154
1542,2,707,154
1543,1,658,154
1544,1,232,154
1545,1,409,154
1546,1,139,154
1547,2,884,154
1548,2,1001,154
1549,1,530,154
1551,3,651,155
1552,2,179,155
1553,1,745,155
1554,1,846,155
1555,1,442,155
1556,1,273,155
1557,1,924,155
1558,1,951,155
1559,1,61,155
15510,1,591,155
15511,1,564,155
1561,3,800,156
1562,2,895,156
1563,1,104,156
1564,1,404,156
1565,1,826,156
1566,1,10,156
1567,1,321,156
1568,1,37,156
1571,3,852,157
1572,2,303,157
1573,1,166,157
1574,1,302,157
1575,1,507,157
1576,1,213,157
1577,4,873,157
1578,4,808,157
1579,4,34,157
15710,1,582,157
1581,3,992,158
1582,2,692,158
1583,1,276,158
1584,1,732,158
1585,1,915,158
1586,1,398,158
1587,1,879,158
1588,1,960,158
1589,1,604,158
15810,1,349,158
15811,1,334,158
1591,3,753,159
1592,2,461,159
1593,1,610,159
1594,1,579,159
1595,1,379,159
1596,1,182,159
1597,1,292,159
1598,2,480,159
1599,1,310,159
1601,3,773,160
1602,2,409,160
1603,1,704,160
1604,1,951,160
1605,1,359,160
1606,1,870,160
1607,1,714,160
1608,2,733,160
1611,3,492,161
1612,2,188,161
1613,1,748,161
1614,1,814,161
1615,1,951,161
1616,1,313,161
1617,5,268,161
1618,1,607,161
1621,3,297,162
1622,2,787,162
1623,1,785,162
1624,1,870,162
1625,1,751,162
1626,1,565,162
1627,4,700,162
1628,1,828,162
1629,1,456,162
16210,4,327,162
16211,1,218,162
1631,3,223,163
1632,2,345,163
1633,1,32,163
1634,1,541,163
1635,1,287,163
1636,1,851,163
1637,2,668,163
1638,1,122,163
1639,1,774,163
1641,3,381,164
1642,2,466,164
1643,1,444,164
1644,1,166,164
1645,1,75,164
1646,1,25,164
1647,1,172,164
1648,4,555,164
1649,1,953,164
1651,3,547,165
1652,2,958,165
1653,1,486,165
1654,1,427,165
1655,1,535,165
1656,1,11,165
1657,1,610,165
1658,1,7,165
1661,3,864,166
1662,2,835,166
1663,1,995,166
1664,1,907,166
1665,1,316,166
1666,1,649,166
1667,1,622,166
1668,1,995,166
1669,1,344,166
16610,4,562,166
1671,3,741,167
1672,2,580,167
1673,1,979,167
1674,1,64,167
1675,1,397,167
1676,1,601,167
1677,2,471,167
1678,1,217,167
1679,1,712,167
16710,1,810,167
16711,1,9,167
1681,3,913,168
1682,2,988,168
1683,1,17,168
1684,1,39,168
1685,1,556,168
1686,1,318,168
1687,1,1,168
1688,1,473,168
1689,1,921,168
16810,2,427,168
1691,3,141,169
1692,2,686,169
1693,1,304,169
1694,1,184,169
1695,1,905,169
1696,1,50,169
1697,1,601,169
1698,1,438,169
1699,5,235,169
1701,3,746,170
1702,2,427,170
1703,1,2,170
1704,1,196,170
1705,1,245,170
1706,1,323,170
1707,1,550,170
1708,1,522,170
1711,3,810,171
1712,2,897,171
1713,1,897,171
1714,1,2,171
1715,1,353,171
1716,1,620,171
1717,1,551,171
1718,1,983,171
1719,1,314,171
1721,3,906,172
1722,2,412,172
1723,1,848,172
1724,1,142,172
1725,1,131,172
1726,1,123,172
1727,2,862,172
