room_id,room_type_id,department_id,building_id
156,1,611,15
157,1,488,15
158,2,680,15
161,3,708,16
162,2,699,16
163,1,357,16
164,1,204,16
165,1,536,16
166,1,366,16
167,1,138,16
168,4,490,16
169,5,143,16
171,3,890,17
172,2,837,17
173,1,97,17
174,1,896,17
175,1,494,17
176,1,279,17
177,2,914,17
178,1,959,17
179,1,608,17
181,3,957,18
182,2,767,18
183,1,378,18
184,1,240,18
185,1,50,18
186,1,406,18
187,4,595,18
188,1,787,18
189,1,294,18
191,3,219,19
192,2,22,19
193,1,307,19
194,1,653,19
195,1,286,19
196,1,312,19
197,1,254,19
198,2,384,19
199,4,283,19
201,3,747,20
202,2,254,20
203,1,218,20
204,1,857,20
205,1,656,20
206,1,753,20
207,1,876,20
208,2,206,20
209,2,214,20
2010,1,190,20
2011,1,732,20
211,3,535,21
212,2,648,21
213,1,546,21
214,1,9,21
215,1,916,21
216,1,140,21
217,1,271,21
218,2,1001,21
219,1,665,21
2110,1,938,21
2111,1,93,21
221,3,938,22
222,2,25,22
223,1,353,22
224,1,634,22
225,1,942,22
226,1,797,22
227,5,27,22
228,1,186,22
229,5,919,22
2210,1,597,22
2211,4,410,22
231,3,70,23
232,2,225,23
233,1,520,23
234,1,492,23
235,1,330,23
236,1,409,23
237,1,627,23
238,1,205,23
239,2,804,23
241,3,59,24
242,2,932,24
243,1,694,24
244,1,118,24
245,1,623,24
246,1,270,24
247,2,612,24
248,1,122,24
251,3,557,25
252,2,923,25
253,1,691,25
254,1,489,25
255,1,415,25
256,1,705,25
257,2,872,25
258,1,664,25
259,1,808,25
261,3,765,26
262,2,655,26
263,1,259,26
264,1,844,26
265,1,875,26
266,1,403,26
267,1,513,26
268,1,774,26
269,1,583,26
2610,1,815,26
2611,4,530,26
271,3,402,27
272,2,906,27
273,1,85,27
274,1,51,27
275,1,267,27
276,1,32,27
277,1,40,27
278,1,162,27
279,1,899,27
2710,1,803,27
2711,1,245,27
281,3,785,28
282,2,148,28
283,1,49,28
284,1,831,28
285,1,503,28
286,1,93,28
287,1,620,28
288,1,556,28
289,1,195,28
2810,1,711,28
2811,1,584,28
291,3,525,29
292,2,472,29
293,1,931,29
294,1,500,29
295,1,54,29
296,1,766,29
297,1,1,29
298,1,266,29
299,1,523,29
2910,1,509,29
301,3,402,30
302,2,65,30
303,1,946,30
304,1,165,30
305,1,455,30
306,1,322,30
307,1,124,30
308,2,50,30
309,1,920,30
3010,2,813,30
3011,1,631,30
311,3,205,31
312,2,322,31
313,1,510,31
314,1,995,31
315,1,617,31
316,1,444,31
317,1,379,31
318,1,737,31
319,1,492,31
3110,1,172,31
321,3,86,32
322,2,576,32
323,1,329,32
324,1,491,32
325,1,892,32
326,1,602,32
327,2,305,32
328,1,124,32
329,1,350,32
3210,1,395,32
3211,1,805,32
331,3,482,33
332,2,532,33
333,1,8,33
334,1,245,33
335,1,703,33
336,1,843,33
337,5,362,33
338,1,213,33
339,1,632,33
341,3,741,34
342,2,880,34
343,1,700,34
344,1,452,34
345,1,866,34
346,1,779,34
347,1,913,34
348,2,410,34
349,1,370,34
3410,5,870,34
351,3,478,35
352,2,137,35
353,1,277,35
354,1,407,35
355,1,290,35
356,1,673,35
357,1,912,35
358,2,905,35
361,3,957,36
362,2,549,36
363,1,436,36
364,1,242,36
365,1,594,36
366,1,717,36
367,1,34,36
368,1,922,36
369,2,84,36
3610,1,536,36
3611,1,197,36
371,3,287,37
372,2,51,37
373,1,822,37
374,1,503,37
375,1,738,37
376,1,42,37
377,1,653,37
378,1,856,37
379,1,924,37
3710,2,654,37
3711,1,186,37
381,3,33,38
382,2,532,38
383,1,210,38
384,1,17,38
385,1,916,38
386,1,735,38
387,2,198,38
388,5,232,38
389,1,64,38
3810,5,674,38
391,3,958,39
392,2,112,39
393,1,237,39
394,1,131,39
395,1,649,39
396,1,696,39
397,1,314,39
398,1,943,39
399,1,892,39
3910,1,415,39
401,3,248,40
402,2,267,40
403,1,627,40
404,1,628,40
405,1,874,40
406,1,133,40
407,1,36,40
408,1,649,40
411,3,253,41
412,2,698,41
413,1,521,41
414,1,246,41
415,1,949,41
416,1,120,41
417,1,904,41
418,1,810,41
419,1,109,41
4110,1,826,41
421,3,703,42
422,2,981,42
423,1,814,42
424,1,692,42
425,1,161,42
426,1,914,42
427,1,604,42
428,1,742,42
431,3,470,43
432,2,490,43
433,1,583,43
434,1,279,43
435,1,868,43
436,1,980,43
437,5,266,43
438,1,473,43
439,1,412,43
4310,2,938,43
441,3,906,44
442,2,830,44
443,1,288,44
444,1,27,44
445,1,27,44
446,1,222,44
447,1,961,44
448,2,36,44
449,1,81,44
451,3,844,45
452,2,640,45
453,1,541,45
454,1,979,45
455,1,206,45
456,1,114,45
457,2,977,45
458,1,457,45
459,1,915,45
4510,2,812,45
4511,1,188,45
461,3,968,46
462,2,905,46
463,1,455,46
464,1,93,46
465,1,653,46
466,1,89,46
467,1,952,46
468,1,398,46
469,2,641,46
4610,1,562,46
4611,1,539,46
471,3,160,47
472,2,123,47
473,1,633,47
474,1,601,47
475,1,251,47
476,1,611,47
477,1,996,47
478,1,187,47
479,1,643,47
4710,1,672,47
481,3,905,48
482,2,708,48
483,1,747,48
484,1,91,48
485,1,772,48
486,1,307,48
487,1,291,48
488,4,156,48
489,1,295,48
491,3,734,49
492,2,952,49
493,1,320,49
494,1,599,49
495,1,563,49
496,1,717,49
497,2,95,49
498,5,230,49
501,3,279,50
502,2,711,50
503,1,44,50
504,1,760,50
505,1,973,50
506,1,292,50
507,1,729,50
508,1,758,50
509,1,619,50
511,3,242,51
512,2,985,51
513,1,458,51
514,1,6,51
515,1,616,51
516,1,790,51
517,1,496,51
518,1,545,51
519,1,349,51
521,3,152,52
522,2,680,52
523,1,488,52
524,1,543,52
525,1,654,52
526,1,59,52
527,2,43,52
528,1,835,52
531,3,128,53
532,2,187,53
533,1,657,53
534,1,460,53
535,1,120,53
536,1,533,53
537,1,532,53
538,1,158,53
539,2,412,53
541,3,791,54
542,2,27,54
543,1,883,54
544,1,510,54
545,1,739,54
546,1,12,54
547,2,691,54
548,1,901,54
551,3,5,55
552,2,234,55
553,1,468,55
554,1,510,55
555,1,917,55
556,1,1001,55
557,1,194,55
558,2,880,55
561,3,721,56
562,2,903,56
563,1,360,56
564,1,258,56
565,1,656,56
566,1,407,56
567,1,974,56
568,1,712,56
569,1,776,56
5610,1,89,56
571,3,993,57
572,2,718,57
573,1,844,57
574,1,605,57
575,1,378,57
576,1,634,57
577,2,512,57
578,4,115,57
579,1,327,57
581,3,189,58
582,2,831,58
583,1,802,58
584,1,660,58
585,1,103,58
586,1,368,58
587,1,688,58
588,1,568,58
589,1,558,58
591,3,658,59
592,2,532,59
593,1,331,59
594,1,509,59
595,1,966,59
596,1,479,59
597,1,641,59
598,5,19,59
599,1,994,59
5910,1,230,59
5911,1,104,59
601,3,274,60
602,2,147,60
603,1,723,60
604,1,172,60
605,1,151,60
606,1,811,60
607,1,891,60
608,1,461,60
609,1,203,60
611,3,498,61
612,2,340,61
613,1,489,61
614,1,597,61
615,1,64,61
616,1,768,61
617,1,555,61
618,4,462,61
621,3,332,62
622,2,648,62
623,1,984,62
624,1,961,62
625,1,289,62
626,1,108,62
627,1,337,62
628,2,971,62
631,3,252,63
632,2,213,63
633,1,495,63
634,1,937,63
635,1,864,63
636,1,459,63
637,1,455,63
638,2,932,63
641,3,241,64
642,2,54,64
643,1,557,64
644,1,512,64
645,1,56,64
646,1,218,64
647,1,817,64
648,5,778,64
649,4,860,64
6410,1,957,64
651,3,268,65
652,2,870,65
653,1,608,65
654,1,905,65
655,1,558,65
656,1,993,65
657,1,422,65
658,1,915,65
659,1,960,65
661,3,48,66
662,2,940,66
663,1,484,66
664,1,549,66
665,1,857,66
666,1,52,66
667,5,478,66
668,1,837,66
669,1,792,66
6610,1,309,66
6611,4,546,66
671,3,42,67
672,2,974,67
673,1,762,67
674,1,556,67
675,1,811,67
676,1,994,67
677,1,149,67
678,1,78,67
679,1,909,67
6710,1,583,67
681,3,160,68
682,2,137,68
683,1,958,68
684,1,279,68
685,1,714,68
686,1,170,68
687,4,61,68
688,1,10,68
689,1,476,68
6810,1,863,68
691,3,41,69
692,2,915,69
693,1,155,69
694,1,657,69
695,1,191,69
696,1,331,69
697,4,218,69
698,2,799,69
699,1,229,69
701,3,520,70
702,2,912,70
703,1,895,70
704,1,339,70
705,1,857,70
706,1,792,70
707,1,128,70
708,1,256,70
711,3,895,71
712,2,69,71
713,1,1,71
714,1,677,71
715,1,610,71
716,1,290,71
717,2,446,71
718,1,926,71
719,1,909,71
7110,2,986,71
7111,5,615,71
721,3,408,72
722,2,407,72
723,1,55,72
724,1,600,72
725,1,32,72
726,1,439,72
727,1,274,72
728,1,388,72
729,5,312,72
7210,5,818,72
7211,1,622,72
731,3,762,73
732,2,475,73
733,1,953,73
734,1,621,73
735,1,291,73
736,1,712,73
737,1,39,73
738,2,440,73
739,1,781,73
7310,1,569,73
7311,1,441,73
741,3,697,74
742,2,103,74
743,1,488,74
744,1,947,74
745,1,735,74
746,1,138,74
747,1,693,74
748,1,263,74
749,5,2,74
751,3,322,75
752,2,413,75
753,1,468,75
754,1,411,75
755,1,599,75
756,1,913,75
757,1,880,75
758,1,463,75
759,1,67,75
7510,5,939,75
761,3,656,76
762,2,653,76
763,1,651,76
764,1,600,76
765,1,905,76
766,1,123,76
767,5,895,76
768,5,22,76
769,2,789,76
7610,2,404,76
771,3,102,77
772,2,835,77
773,1,690,77
774,1,674,77
775,1,77,77
776,1,326,77
777,1,943,77
778,1,696,77
779,1,729,77
7710,2,693,77
781,3,686,78
782,2,198,78
783,1,392,78
784,1,293,78
785,1,8,78
786,1,102,78
787,1,171,78
788,1,190,78
789,1,536,78
7810,2,399,78
7811,5,722,78
791,3,395,79
792,2,662,79
793,1,912,79
794,1,773,79
795,1,960,79
796,1,917,79
797,5,866,79
798,1,580,79
799,1,756,79
7910,1,783,79
7911,1,572,79
801,3,591,80
802,2,48,80
803,1,95,80
804,1,294,80
805,1,338,80
806,1,970,80
807,4,773,80
808,1,772,80
809,1,740,80
8010,2,456,80
811,3,370,81
812,2,677,81
813,1,22,81
814,1,939,81
815,1,673,81
816,1,366,81
817,1,272,81
818,1,91,81
819,1,484,81
821,3,914,82
822,2,363,82
823,1,406,82
824,1,324,82
825,1,638,82
826,1,35,82
827,1,74,82
828,5,419,82
831,3,994,83
832,2,837,83
833,1,959,83
834,1,489,83
835,1,944,83
836,1,715,83
837,2,969,83
838,1,827,83
839,1,95,83
841,3,345,84
842,2,968,84
843,1,636,84
844,1,170,84
845,1,189,84
846,1,457,84
847,2,326,84
848,1,950,84
851,3,567,85
852,2,595,85
853,1,481,85
854,1,186,85
855,1,690,85
856,1,844,85
857,1,237,85
858,4,684,85
859,1,932,85
8510,2,716,85
8511,1,935,85
861,3,206,86
862,2,420,86
863,1,989,86
864,1,825,86
865,1,268,86
866,1,969,86
867,1,393,86
868,1,378,86
869,1,855,86
8610,1,64,86
871,3,115,87
872,2,840,87
873,1,637,87
874,1,419,87
875,1,436,87
876,1,745,87
877,1,998,87
878,1,346,87
881,3,353,88
882,2,579,88
883,1,374,88
884,1,243,88
885,1,433,88
886,1,384,88
887,4,421,88
888,2,832,88
891,3,149,89
892,2,782,89
893,1,145,89
894,1,726,89
895,1,427,89
896,1,955,89
897,1,638,89
898,1,323,89
901,3,298,90
902,2,446,90
903,1,119,90
904,1,707,90
905,1,236,90
906,1,107,90
907,2,90,90
908,4,38,90
909,1,507,90
9010,1,709,90
911,3,285,91
912,2,737,91
913,1,982,91
914,1,271,91
915,1,318,91
916,1,306,91
917,1,607,91
918,1,630,91
919,1,686,91
9110,1,849,91
921,3,414,92
922,2,870,92
923,1,931,92
924,1,191,92
925,1,530,92
926,1,277,92
927,1,403,92
928,1,148,92
931,3,101,93
932,2,466,93
933,1,928,93
934,1,495,93
935,1,434,93
936,1,439,93
937,1,618,93
938,2,634,93
941,3,728,94
942,2,634,94
943,1,879,94
944,1,671,94
945,1,534,94
946,1,784,94
947,1,872,94
948,1,619,94
949,1,455,94
9410,1,737,94
951,3,88,95
952,2,690,95
953,1,753,95
954,1,921,95
955,1,916,95
956,1,846,95
957,1,70,95
958,2,742,95
961,3,959,96
962,2,519,96
963,1,887,96
964,1,141,96
965,1,901,96
966,1,118,96
967,1,407,96
968,1,305,96
969,4,883,96
971,3,570,97
972,2,151,97
973,1,630,97
974,1,170,97
975,1,287,97
976,1,808,97
977,1,774,97
978,1,240,97
979,1,226,97
9710,1,344,97
9711,1,121,97
981,3,383,98
982,2,561,98
983,1,455,98
984,1,325,98
985,1,230,98
986,1,920,98
987,1,846,98
988,1,775,98
991,3,239,99
992,2,191,99
993,1,24,99
994,1,149,99
995,1,41,99
996,1,637,99
997,1,108,99
998,1,588,99
1001,3,790,100
1002,2,767,100
1003,1,769,100
1004,1,604,100
1005,1,228,100
1006,1,266,100
1007,5,696,100
1008,1,531,100
1011,3,181,101
1012,2,702,101
1013,1,428,101
1014,1,924,101
1015,1,66,101
1016,1,174,101
1017,1,904,101
1018,1,476,101
1019,1,572,101
10110,1,142,101
10111,5,330,101
1021,3,309,102
1022,2,929,102
1023,1,66,102
1024,1,169,102
1025,1,711,102
1026,1,974,102
1027,1,562,102
1028,1,698,102
1029,1,829,102
10210,1,517,102
10211,1,725,102
1031,3,324,103
1032,2,226,103
1033,1,101,103
1034,1,931,103
1035,1,254,103
1036,1,773,103
1037,1,282,103
1038,1,914,103
1039,2,413,103
10310,1,349,103
10311,1,421,103
1041,3,847,104
1042,2,656,104
1043,1,147,104
1044,1,115,104
1045,1,447,104
1046,1,657,104
1047,1,491,104
1048,1,952,104
1049,1,506,104
10410,2,342,104
1051,3,453,105
1052,2,950,105
1053,1,796,105
1054,1,400,105
1055,1,749,105
1056,1,673,105
1057,1,212,105
1058,1,919,105
1059,5,633,105
10510,1,199,105
10511,1,209,105
1061,3,35,106
1062,2,572,106
1063,1,302,106
1064,1,369,106
1065,1,118,106
1066,1,868,106
1067,1,625,106
1068,1,216,106
1069,1,948,106
1071,3,525,107
1072,2,332,107
1073,1,916,107
1074,1,924,107
1075,1,109,107
1076,1,139,107
1077,1,202,107
1078,4,50,107
1079,1,407,107
10710,1,60,107
10711,1,717,107
1081,3,157,108
1082,2,809,108
1083,1,619,108
1084,1,806,108
1085,1,278,108
1086,1,746,108
1087,1,210,108
1088,1,536,108
1089,1,482,108
10810,1,77,108
10811,1,370,108
1091,3,390,109
1092,2,721,109
1093,1,372,109
1094,1,749,109
1095,1,158,109
1096,1,673,109
1097,1,291,109
1098,1,330,109
1101,3,965,110
1102,2,268,110
1103,1,932,110
1104,1,86,110
1105,1,793,110
1106,1,517,110
1107,1,813,110
1108,1,38,110
1111,3,657,111
1112,2,415,111
1113,1,54,111
1114,1,66,111
1115,1,668,111
1116,1,54,111
1117,5,795,111
1118,2,447,111
1119,4,271,111
1121,3,497,112
1122,2,504,112
1123,1,730,112
1124,1,694,112
1125,1,705,112
1126,1,906,112
1127,2,895,112
1128,1,658,112
1129,5,824,112
11210,1,481,112
1131,3,423,113
1132,2,434,113
1133,1,246,113
1134,1,721,113
1135,1,321,113
1136,1,353,113
1137,5,458,113
1138,1,661,113
1139,1,727,113
11310,1,747,113
11311,1,115,113
1141,3,12,114
1142,2,806,114
1143,1,245,114
1144,1,425,114
1145,1,8,114
1146,1,850,114
1147,1,630,114
1148,1,493,114
1149,1,62,114
11410,1,72,114
1151,3,947,115
1152,2,976,115
1153,1,564,115
1154,1,569,115
1155,1,986,115
1156,1,695,115
1157,4,702,115
1158,1,556,115
1159,1,420,115
1161,3,304,116
1162,2,313,116
1163,1,607,116
1164,1,762,116
1165,1,304,116
1166,1,53,116
1167,1,23,116
1168,1,821,116
1169,4,603,116
1171,3,288,117
1172,2,462,117
1173,1,319,117
1174,1,414,117
1175,1,378,117
1176,1,204,117
1177,1,55,117
1178,1,795,117
1179,1,163,117
11710,1,197,117
1181,3,537,118
1182,2,431,118
1183,1,332,118
1184,1,229,118
1185,1,516,118
1186,1,419,118
1187,1,514,118
1188,1,517,118
1189,1,573,118
1191,3,497,119
1192,2,192,119
1193,1,554,119
1194,1,1000,119
1195,1,490,119
1196,1,743,119
1197,2,589,119
1198,5,453,119
1201,3,331,120
1202,2,628,120
1203,1,469,120
1204,1,230,120
1205,1,792,120
1206,1,835,120
1207,1,672,120
1208,5,414,120
1209,1,909,120
12010,2,977,120
12011,1,795,120
1211,3,610,121
1212,2,888,121
1213,1,93,121
1214,1,621,121
1215,1,7,121
1216,1,544,121
1217,4,758,121
1218,1,222,121
1219,1,110,121
12110,1,420,121
12111,5,87,121
1221,3,506,122
1222,2,195,122
1223,1,367,122
1224,1,672,122
1225,1,147,122
1226,1,1,122
1227,4,142,122
1228,1,582,122
1229,5,123,122
12210,1,620,122
12211,1,522,122
1231,3,850,123
1232,2,700,123
1233,1,1001,123
1234,1,729,123
1235,1,945,123
1236,1,337,123
1237,1,528,123
1238,1,470,123
1239,2,871,123
1241,3,263,124
1242,2,213,124
1243,1,765,124
1244,1,363,124
1245,1,377,124
1246,1,875,124
1247,1,524,124
1248,1,926,124
1249,1,220,124
12410,1,639,124
12411,5,684,124
1251,3,293,125
1252,2,442,125
1253,1,109,125
1254,1,530,125
1255,1,878,125
1256,1,685,125
1257,1,400,125
1258,1,985,125
1259,1,799,125
12510,1,64,125
12511,1,709,125
1261,3,64,126
1262,2,197,126
1263,1,906,126
1264,1,312,126
1265,1,300,126
1266,1,571,126
1267,2,223,126
1268,1,747,126
1271,3,576,127
1272,2,391,127
1273,1,920,127
1274,1,232,127
1275,1,369,127
1276,1,117,127
1277,1,374,127
1278,2,471,127
1281,3,138,128
1282,2,615,128
1283,1,49,128
1284,1,580,128
1285,1,227,128
1286,1,575,128
1287,1,929,128
1288,2,334,128
1289,1,854,128
12810,1,65,128
1291,3,76,129
1292,2,313,129
1293,1,23,129
1294,1,460,129
1295,1,108,129
1296,1,961,129
1297,5,434,129
1298,1,402,129
1299,2,849,129
1301,3,777,130
1302,2,654,130
1303,1,508,130
1304,1,431,130
1305,1,572,130
1306,1,340,130
1307,1,590,130
1308,1,122,130
1311,3,164,131
1312,2,44,131
1313,1,67,131
1314,1,56,131
1315,1,945,131
1316,1,893,131
1317,1,19,131
1318,1,771,131
1319,1,161,131
1321,3,634,132
1322,2,920,132
1323,1,239,132
1324,1,955,132
1325,1,605,132
1326,1,513,132
1327,5,914,132
1328,2,883,132
1331,3,574,133
1332,2,892,133
1333,1,117,133
1334,1,269,133
1335,1,591,133
1336,1,373,133
1337,1,320,133
1338,5,467,133
1341,3,702,134
1342,2,472,134
1343,1,328,134
1344,1,587,134
1345,1,108,134
1346,1,676,134
1347,1,679,134
1348,1,711,134
1349,2,99,134
13410,1,350,134
13411,1,424,134
1351,3,677,135
1352,2,436,135
1353,1,415,135
1354,1,503,135
1355,1,898,135
1356,1,437,135
1357,1,550,135
1358,1,817,135
1359,1,836,135
13510,4,538,135
1361,3,785,136
1362,2,339,136
1363,1,512,136
1364,1,302,136
1365,1,395,136
1366,1,79,136
1367,5,759,136
1368,5,405,136
1369,1,372,136
13610,1,990,136
1371,3,716,137
1372,2,307,137
1373,1,870,137
1374,1,461,137
1375,1,811,137
1376,1,397,137
1377,5,850,137
1378,1,619,137
1379,1,158,137
13710,4,241,137
13711,1,775,137
1381,3,685,138
1382,2,336,138
1383,1,41,138
1384,1,966,138
1385,1,926,138
1386,1,616,138
1387,1,541,138
1388,4,893,138
1389,1,625,138
13810,1,294,138
1391,3,810,139
1392,2,61,139
1393,1,445,139
1394,1,411,139
1395,1,63,139
1396,1,926,139
1397,5,263,139
1398,1,465,139
1399,2,252,139
13910,1,4,139
13911,5,604,139
1401,3,294,140
1402,2,259,140
1403,1,345,140
1404,1,637,140
1405,1,191,140
1406,1,65,140
1407,1,985,140
1408,1,437,140
1409,5,947,140
14010,1,183,140
14011,5,601,140
1411,3,113,141
1412,2,591,141
1413,1,406,141
1414,1,192,141
1415,1,737,141
1416,1,687,141
1417,5,870,141
1418,2,829,141
1419,1,670,141
14110,1,547,141
1421,3,656,142
1422,2,464,142
1423,1,92,142
1424,1,940,142
1425,1,598,142
1426,1,614,142
1427,1,623,142
1428,1,857,142
1429,2,94,142
14210,2,848,142
14211,1,484,142
1431,3,685,143
1432,2,943,143
1433,1,203,143
1434,1,824,143
1435,1,44,143
1436,1,581,143
1437,1,59,143
1438,4,56,143
1439,1,169,143
14310,1,498,143
1441,3,840,144
1442,2,47,144
1443,1,444,144
1444,1,284,144
1445,1,527,144
1446,1,447,144
1447,1,673,144
1448,1,173,144
1449,1,128,144
14410,1,830,144
14411,1,750,144
1451,3,167,145
1452,2,527,145
1453,1,618,145
1454,1,697,145
1455,1,420,145
1456,1,953,145
1457,1,35,145
1458,1,961,145
1459,5,860,145
14510,1,653,145
14511,4,632,145
1461,3,624,146
1462,2,382,146
1463,1,216,146
1464,1,757,146
1465,1,523,146
1466,1,436,146
1467,2,223,146
1468,2,751,146
1469,2,275,146
1471,3,89,147
1472,2,733,147
1473,1,675,147
1474,1,463,147
1475,1,270,147
1476,1,864,147
1477,1,681,147
1478,1,656,147
1479,1,24,147
1481,3,496,148
1482,2,761,148
1483,1,750,148
1484,1,120,148
1485,1,68,148
1486,1,84,148
1487,1,475,148
1488,4,156,148
1489,2,748,148
1491,3,930,149
1492,2,540,149
1493,1,634,149
1494,1,994,149
1495,1,263,149
1496,1,909,149
1497,2,452,149
1498,1,601,149
1499,1,534,149
14910,1,340,149
14911,2,198,149
1501,3,270,150
1502,2,199,150
1503,1,995,150
1504,1,851,150
1505,1,418,150
1506,1,594,150
1507,4,819,150
1508,1,702,150
1509,1,123,150
15010,1,186,150
1511,3,779,151
1512,2,603,151
1513,1,438,151
1514,1,438,151
1515,1,599,151
1516,1,186,151
1517,1,481,151
1518,1,274,151
1519,2,86,151
15110,1,271,151
1521,3,933,152
1522,2,993,152
1523,1,746,152
1524,1,101,152
1525,1,322,152
1526,1,617,152
1527,4,978,152
1528,2,988,152
1529,1,706,152
15210,1,586,152
15211,1,354,152
1531,3,508,153
1532,2,779,153
1533,1,281,153
1534,1,53,153
1535,1,387,153
1536,1,722,153
1537,1,281,153
1538,2,658,153
1541,3,175,154
1542,2,436,154
1543,1,171,154
1544,1,331,154
1545,1,561,154
1546,1,763,154
1547,1,822,154
1548,5,945,154
1549,1,661,154
1551,3,1000,155
1552,2,938,155
1553,1,389,155
1554,1,391,155
1555,1,458,155
1556,1,699,155
1557,1,228,155
1558,1,419,155
1559,1,283,155
15510,1,130,155
1561,3,393,156
1562,2,150,156
1563,1,200,156
1564,1,161,156
1565,1,349,156
1566,1,842,156
1567,1,680,156
1568,1,460,156
1569,1,549,156
1571,3,83,157
1572,2,568,157
1573,1,260,157
1574,1,53,157
1575,1,850,157
1576,1,883,157
1577,1,101,157
1578,1,38,157
1581,3,659,158
1582,2,615,158
1583,1,931,158
1584,1,806,158
1585,1,890,158
1586,1,70,158
1587,1,27,158
1588,1,468,158
1589,1,673,158
1591,3,610,159
1592,2,675,159
1593,1,160,159
1594,1,553,159
1595,1,352,159
1596,1,465,159
1597,1,822,159
1598,1,94,159
1599,5,249,159
15910,4,241,159
1601,3,814,160
1602,2,650,160
1603,1,838,160
1604,1,712,160
1605,1,592,160
1606,1,977,160
1607,2,679,160
1608,1,693,160
1609,1,464,160
16010,2,677,160
1611,3,266,161
1612,2,923,161
1613,1,158,161
1614,1,876,161
1615,1,570,161
1616,1,419,161
1617,1,9,161
1618,4,896,161
1621,3,699,162
1622,2,225,162
1623,1,65,162
1624,1,896,162
1625,1,893,162
1626,1,313,162
1627,2,36,162
1628,1,819,162
1629,1,247,162
1631,3,295,163
1632,2,79,163
1633,1,413,163
1634,1,154,163
1635,1,689,163
1636,1,616,163
1637,1,638,163
1638,2,807,163
1639,1,661,163
16310,1,789,163
16311,1,742,163
1641,3,938,164
1642,2,592,164
1643,1,35,164
1644,1,430,164
1645,1,563,164
1646,1,432,164
1647,4,213,164
1648,1,882,164
1651,3,1001,165
1652,2,327,165
1653,1,503,165
1654,1,215,165
1655,1,499,165
1656,1,205,165
1657,2,178,165
1658,1,838,165
1659,1,786,165
1661,3,597,166
1662,2,357,166
1663,1,150,166
1664,1,561,166
1665,1,63,166
1666,1,843,166
1667,1,37,166
1668,1,761,166
1669,4,623,166
16610,5,724,166
16611,1,783,166
1671,3,71,167
1672,2,88,167
1673,1,62,167
1674,1,892,167
1675,1,885,167
1676,1,1,167
1677,1,655,167
1678,1,503,167
1679,1,629,167
16710,1,586,167
1681,3,442,168
1682,2,575,168
1683,1,173,168
1684,1,395,168
1685,1,410,168
1686,1,233,168
1687,1,402,168
1688,1,971,168
1689,1,636,168
16810,2,935,168
16811,4,961,168
1691,3,249,169
1692,2,915,169
1693,1,530,169
1694,1,843,169
1695,1,56,169
1696,1,710,169
1697,1,548,169
1698,1,980,169
1699,1,237,169
16910,5,901,169
16911,5,96,169
1701,3,196,170
1702,2,284,170
1703,1,843,170
1704,1,466,170
1705,1,262,170
1706,1,70,170
1707,2,535,170
1708,1,654,170
1709,1,511,170
17010,1,125,170
17011,2,327,170
1711,3,515,171
1712,2,743,171
1713,1,475,171
1714,1,11,171
1715,1,61,171
1716,1,246,171
1717,1,997,171
1718,2,220,171
1719,1,0,171
17110,1,949,171
1721,3,740,172
1722,2,482,172
